Contig	Chromosome
NW_020850753.1	NW_020850753.1
NW_020850754.1	NW_020850754.1
NW_020850755.1	NW_020850755.1
NW_020850756.1	NW_020850756.1
NW_020850757.1	NW_020850757.1
NW_020850758.1	NW_020850758.1
NW_020850759.1	NW_020850759.1
NW_020850760.1	NW_020850760.1
NW_020850761.1	NW_020850761.1
NW_020850762.1	NW_020850762.1
NW_020850763.1	NW_020850763.1
NW_020850764.1	NW_020850764.1
NW_020850765.1	NW_020850765.1
NW_020850766.1	NW_020850766.1
NW_020850767.1	NW_020850767.1
NW_020850768.1	NW_020850768.1
NW_020850769.1	NW_020850769.1
NW_020850770.1	NW_020850770.1
NW_020850771.1	NW_020850771.1
NW_020850772.1	NW_020850772.1
NW_020850773.1	NW_020850773.1
NW_020850774.1	NW_020850774.1
NW_020850775.1	NW_020850775.1
NW_020850776.1	NW_020850776.1
NW_020850777.1	NW_020850777.1
NW_020850778.1	NW_020850778.1
NW_020850779.1	NW_020850779.1
NW_020850780.1	NW_020850780.1
NW_020850781.1	NW_020850781.1
NW_020850782.1	NW_020850782.1
NW_020850783.1	NW_020850783.1
NW_020850784.1	NW_020850784.1
NW_020850785.1	NW_020850785.1
NW_020850786.1	NW_020850786.1
NW_020850787.1	NW_020850787.1
NW_020850788.1	NW_020850788.1
NW_020850789.1	NW_020850789.1
NW_020850790.1	NW_020850790.1
NW_020850791.1	NW_020850791.1
NW_020850792.1	NW_020850792.1
NW_020850793.1	NW_020850793.1
NW_020850794.1	NW_020850794.1
NW_020850795.1	NW_020850795.1
NW_020850796.1	NW_020850796.1
NW_020850797.1	NW_020850797.1
NW_020850798.1	NW_020850798.1
NW_020850799.1	NW_020850799.1
NW_020850800.1	NW_020850800.1
NW_020850801.1	NW_020850801.1
NW_020850802.1	NW_020850802.1
NW_020850803.1	NW_020850803.1
NW_020850804.1	NW_020850804.1
NW_020850805.1	NW_020850805.1
NW_020850806.1	NW_020850806.1
NW_020850807.1	NW_020850807.1
NW_020850808.1	NW_020850808.1
NW_020850809.1	NW_020850809.1
NW_020850810.1	NW_020850810.1
NW_020850811.1	NW_020850811.1
NW_020850812.1	NW_020850812.1
NW_020850813.1	NW_020850813.1
NW_020850814.1	NW_020850814.1
NW_020850815.1	NW_020850815.1
NW_020850816.1	NW_020850816.1
NW_020850817.1	NW_020850817.1
NW_020850818.1	NW_020850818.1
NW_020850819.1	NW_020850819.1
NW_020850820.1	NW_020850820.1
NW_020850821.1	NW_020850821.1
NW_020850822.1	NW_020850822.1
NW_020850823.1	NW_020850823.1
NW_020850824.1	NW_020850824.1
NW_020850825.1	NW_020850825.1
NW_020850826.1	NW_020850826.1
NW_020850827.1	NW_020850827.1
NW_020850828.1	NW_020850828.1
NW_020850829.1	NW_020850829.1
NW_020850830.1	NW_020850830.1
NW_020850831.1	NW_020850831.1
NW_020850832.1	NW_020850832.1
NW_020850833.1	NW_020850833.1
NW_020850834.1	NW_020850834.1
NW_020850835.1	NW_020850835.1
NW_020850836.1	NW_020850836.1
NW_020850837.1	NW_020850837.1
NW_020850838.1	NW_020850838.1
NW_020850839.1	NW_020850839.1
NW_020850840.1	NW_020850840.1
NW_020850841.1	NW_020850841.1
NW_020850842.1	NW_020850842.1
NW_020850843.1	NW_020850843.1
NW_020850844.1	NW_020850844.1
NW_020850845.1	NW_020850845.1
NW_020850846.1	NW_020850846.1
NW_020850847.1	NW_020850847.1
NW_020850848.1	NW_020850848.1
NW_020850849.1	NW_020850849.1
NW_020850850.1	NW_020850850.1
NW_020850851.1	NW_020850851.1
NW_020850852.1	NW_020850852.1
NW_020850853.1	NW_020850853.1
NW_020850854.1	NW_020850854.1
NW_020850855.1	NW_020850855.1
NW_020850856.1	NW_020850856.1
NW_020850857.1	NW_020850857.1
NW_020850858.1	NW_020850858.1
NW_020850859.1	NW_020850859.1
NW_020850860.1	NW_020850860.1
NW_020850861.1	NW_020850861.1
NW_020850862.1	NW_020850862.1
NW_020850863.1	NW_020850863.1
NW_020850864.1	NW_020850864.1
NW_020850865.1	NW_020850865.1
NW_020850866.1	NW_020850866.1
NW_020850867.1	NW_020850867.1
NW_020850868.1	NW_020850868.1
NW_020850869.1	NW_020850869.1
NW_020850870.1	NW_020850870.1
NW_020850871.1	NW_020850871.1
NW_020850872.1	NW_020850872.1
NW_020850873.1	NW_020850873.1
NW_020850874.1	NW_020850874.1
NW_020850875.1	NW_020850875.1
NW_020850876.1	NW_020850876.1
NW_020850877.1	NW_020850877.1
NW_020850878.1	NW_020850878.1
NW_020850879.1	NW_020850879.1
NW_020850880.1	NW_020850880.1
NW_020850881.1	NW_020850881.1
NW_020850882.1	NW_020850882.1
NW_020850883.1	NW_020850883.1
NW_020850884.1	NW_020850884.1
NW_020850885.1	NW_020850885.1
NW_020850886.1	NW_020850886.1
NW_020850887.1	NW_020850887.1
NW_020850888.1	NW_020850888.1
NW_020850889.1	NW_020850889.1
NW_020850890.1	NW_020850890.1
NW_020850891.1	NW_020850891.1
NW_020850892.1	NW_020850892.1
NW_020850893.1	NW_020850893.1
NW_020850894.1	NW_020850894.1
NW_020850895.1	NW_020850895.1
NW_020850896.1	NW_020850896.1
NW_020850897.1	NW_020850897.1
NW_020850898.1	NW_020850898.1
NW_020850899.1	NW_020850899.1
NW_020850900.1	NW_020850900.1
NW_020850901.1	NW_020850901.1
NW_020850902.1	NW_020850902.1
NW_020850903.1	NW_020850903.1
NW_020850904.1	NW_020850904.1
NW_020850905.1	NW_020850905.1
NW_020850906.1	NW_020850906.1
NW_020850907.1	NW_020850907.1
NW_020850908.1	NW_020850908.1
NW_020850909.1	NW_020850909.1
NW_020850910.1	NW_020850910.1
NW_020850911.1	NW_020850911.1
NW_020850912.1	NW_020850912.1
NW_020850913.1	NW_020850913.1
NW_020850914.1	NW_020850914.1
NW_020850915.1	NW_020850915.1
NW_020850916.1	NW_020850916.1
NW_020850917.1	NW_020850917.1
NW_020850918.1	NW_020850918.1
NW_020850919.1	NW_020850919.1
NW_020850920.1	NW_020850920.1
NW_020850921.1	NW_020850921.1
NW_020850922.1	NW_020850922.1
NW_020850923.1	NW_020850923.1
NW_020850924.1	NW_020850924.1
NW_020850925.1	NW_020850925.1
NW_020850926.1	NW_020850926.1
NW_020850927.1	NW_020850927.1
NW_020850928.1	NW_020850928.1
NW_020850929.1	NW_020850929.1
NW_020850930.1	NW_020850930.1
NW_020850931.1	NW_020850931.1
NW_020850932.1	NW_020850932.1
NW_020850933.1	NW_020850933.1
NW_020850934.1	NW_020850934.1
NW_020850935.1	NW_020850935.1
NW_020850936.1	NW_020850936.1
NW_020850937.1	NW_020850937.1
NW_020850938.1	NW_020850938.1
NW_020850939.1	NW_020850939.1
NW_020850940.1	NW_020850940.1
NW_020850941.1	NW_020850941.1
NW_020850942.1	NW_020850942.1
NW_020850943.1	NW_020850943.1
NW_020850944.1	NW_020850944.1
NW_020850945.1	NW_020850945.1
NW_020850946.1	NW_020850946.1
NW_020850947.1	NW_020850947.1
NW_020850948.1	NW_020850948.1
NW_020850949.1	NW_020850949.1
NW_020850950.1	NW_020850950.1
NW_020850951.1	NW_020850951.1
NW_020850952.1	NW_020850952.1
NW_020850953.1	NW_020850953.1
NW_020850954.1	NW_020850954.1
NW_020850955.1	NW_020850955.1
NW_020850956.1	NW_020850956.1
NW_020850957.1	NW_020850957.1
NW_020850958.1	NW_020850958.1
NW_020850959.1	NW_020850959.1
NW_020850960.1	NW_020850960.1
NW_020850961.1	NW_020850961.1
NW_020850962.1	NW_020850962.1
NW_020850963.1	NW_020850963.1
NW_020850964.1	NW_020850964.1
NW_020850965.1	NW_020850965.1
NW_020850966.1	NW_020850966.1
NW_020850967.1	NW_020850967.1
NW_020850968.1	NW_020850968.1
NW_020850969.1	NW_020850969.1
NW_020850970.1	NW_020850970.1
NW_020850971.1	NW_020850971.1
NW_020850972.1	NW_020850972.1
NW_020850973.1	NW_020850973.1
NW_020850974.1	NW_020850974.1
NW_020850975.1	NW_020850975.1
NW_020850976.1	NW_020850976.1
NW_020850977.1	NW_020850977.1
NW_020850978.1	NW_020850978.1
NW_020850979.1	NW_020850979.1
NW_020850980.1	NW_020850980.1
NW_020850981.1	NW_020850981.1
NW_020850982.1	NW_020850982.1
NW_020850983.1	NW_020850983.1
NW_020850984.1	NW_020850984.1
NW_020850985.1	NW_020850985.1
NW_020850986.1	NW_020850986.1
NW_020850987.1	NW_020850987.1
NW_020850988.1	NW_020850988.1
NW_020850989.1	NW_020850989.1
NW_020850990.1	NW_020850990.1
NW_020850991.1	NW_020850991.1
NW_020850992.1	NW_020850992.1
NW_020850993.1	NW_020850993.1
NW_020850994.1	NW_020850994.1
NW_020850995.1	NW_020850995.1
NW_020850996.1	NW_020850996.1
NW_020850997.1	NW_020850997.1
NW_020850998.1	NW_020850998.1
NW_020850999.1	NW_020850999.1
NW_020851000.1	NW_020851000.1
NW_020851001.1	NW_020851001.1
NW_020851002.1	NW_020851002.1
NW_020851003.1	NW_020851003.1
NW_020851004.1	NW_020851004.1
NW_020851005.1	NW_020851005.1
NW_020851006.1	NW_020851006.1
NW_020851007.1	NW_020851007.1
NW_020851008.1	NW_020851008.1
NW_020851009.1	NW_020851009.1
NW_020851010.1	NW_020851010.1
NW_020851011.1	NW_020851011.1
NW_020851012.1	NW_020851012.1
NW_020851013.1	NW_020851013.1
NW_020851014.1	NW_020851014.1
NW_020851015.1	NW_020851015.1
NW_020851016.1	NW_020851016.1
NW_020851017.1	NW_020851017.1
NW_020851018.1	NW_020851018.1
NW_020851019.1	NW_020851019.1
NW_020851020.1	NW_020851020.1
NW_020851021.1	NW_020851021.1
NW_020851022.1	NW_020851022.1
NW_020851023.1	NW_020851023.1
NW_020851024.1	NW_020851024.1
NW_020851025.1	NW_020851025.1
NW_020851026.1	NW_020851026.1
NW_020851027.1	NW_020851027.1
NW_020851028.1	NW_020851028.1
NW_020851029.1	NW_020851029.1
NW_020851030.1	NW_020851030.1
NW_020851031.1	NW_020851031.1
NW_020851032.1	NW_020851032.1
NW_020851033.1	NW_020851033.1
NW_020851034.1	NW_020851034.1
NW_020851035.1	NW_020851035.1
NW_020851036.1	NW_020851036.1
NW_020851037.1	NW_020851037.1
NW_020851038.1	NW_020851038.1
NW_020851039.1	NW_020851039.1
NW_020851040.1	NW_020851040.1
NW_020851041.1	NW_020851041.1
NW_020851042.1	NW_020851042.1
NW_020851043.1	NW_020851043.1
NW_020851044.1	NW_020851044.1
NW_020851045.1	NW_020851045.1
NW_020851046.1	NW_020851046.1
NW_020851047.1	NW_020851047.1
NW_020851048.1	NW_020851048.1
NW_020851049.1	NW_020851049.1
NW_020851050.1	NW_020851050.1
NW_020851051.1	NW_020851051.1
NW_020851052.1	NW_020851052.1
NW_020851053.1	NW_020851053.1
NW_020851054.1	NW_020851054.1
NW_020851055.1	NW_020851055.1
NW_020851056.1	NW_020851056.1
NW_020851057.1	NW_020851057.1
NW_020851058.1	NW_020851058.1
NW_020851059.1	NW_020851059.1
NW_020851060.1	NW_020851060.1
NW_020851061.1	NW_020851061.1
NW_020851062.1	NW_020851062.1
NW_020851063.1	NW_020851063.1
NW_020851064.1	NW_020851064.1
NW_020851065.1	NW_020851065.1
NW_020851066.1	NW_020851066.1
NW_020851067.1	NW_020851067.1
NW_020851068.1	NW_020851068.1
NW_020851069.1	NW_020851069.1
NW_020851070.1	NW_020851070.1
NW_020851071.1	NW_020851071.1
NW_020851072.1	NW_020851072.1
NW_020851073.1	NW_020851073.1
NW_020851074.1	NW_020851074.1
NW_020851075.1	NW_020851075.1
NW_020851076.1	NW_020851076.1
NW_020851077.1	NW_020851077.1
NW_020851078.1	NW_020851078.1
NW_020851079.1	NW_020851079.1
NW_020851080.1	NW_020851080.1
NW_020851081.1	NW_020851081.1
NW_020851082.1	NW_020851082.1
NW_020851083.1	NW_020851083.1
NW_020851084.1	NW_020851084.1
NW_020851085.1	NW_020851085.1
NW_020851086.1	NW_020851086.1
NW_020851087.1	NW_020851087.1
NW_020851088.1	NW_020851088.1
NW_020851089.1	NW_020851089.1
NW_020851090.1	NW_020851090.1
NW_020851091.1	NW_020851091.1
NW_020851092.1	NW_020851092.1
NW_020851093.1	NW_020851093.1
NW_020851094.1	NW_020851094.1
NW_020851095.1	NW_020851095.1
NW_020851096.1	NW_020851096.1
NW_020851097.1	NW_020851097.1
NW_020851098.1	NW_020851098.1
NW_020851099.1	NW_020851099.1
NW_020851100.1	NW_020851100.1
NW_020851101.1	NW_020851101.1
NW_020851102.1	NW_020851102.1
NW_020851103.1	NW_020851103.1
NW_020851104.1	NW_020851104.1
NW_020851105.1	NW_020851105.1
NW_020851106.1	NW_020851106.1
NW_020851107.1	NW_020851107.1
NW_020851108.1	NW_020851108.1
NW_020851109.1	NW_020851109.1
NW_020851110.1	NW_020851110.1
NW_020851111.1	NW_020851111.1
NW_020851112.1	NW_020851112.1
NW_020851113.1	NW_020851113.1
NW_020851114.1	NW_020851114.1
NW_020851115.1	NW_020851115.1
NW_020851116.1	NW_020851116.1
NW_020851117.1	NW_020851117.1
NW_020851118.1	NW_020851118.1
NW_020851119.1	NW_020851119.1
NW_020851120.1	NW_020851120.1
NW_020851121.1	NW_020851121.1
NW_020851122.1	NW_020851122.1
NW_020851123.1	NW_020851123.1
NW_020851124.1	NW_020851124.1
NW_020851125.1	NW_020851125.1
NW_020851126.1	NW_020851126.1
NW_020851127.1	NW_020851127.1
NW_020851128.1	NW_020851128.1
NW_020851129.1	NW_020851129.1
NW_020851130.1	NW_020851130.1
NW_020851131.1	NW_020851131.1
NW_020851132.1	NW_020851132.1
NW_020851133.1	NW_020851133.1
NW_020851134.1	NW_020851134.1
NW_020851135.1	NW_020851135.1
NW_020851136.1	NW_020851136.1
NW_020851137.1	NW_020851137.1
NW_020851138.1	NW_020851138.1
NW_020851139.1	NW_020851139.1
NW_020851140.1	NW_020851140.1
NW_020851141.1	NW_020851141.1
NW_020851142.1	NW_020851142.1
NW_020851143.1	NW_020851143.1
NW_020851144.1	NW_020851144.1
NW_020851145.1	NW_020851145.1
NW_020851146.1	NW_020851146.1
NW_020851147.1	NW_020851147.1
NW_020851148.1	NW_020851148.1
NW_020851149.1	NW_020851149.1
NW_020851150.1	NW_020851150.1
NW_020851151.1	NW_020851151.1
NW_020851152.1	NW_020851152.1
NW_020851153.1	NW_020851153.1
NW_020851154.1	NW_020851154.1
NW_020851155.1	NW_020851155.1
NW_020851156.1	NW_020851156.1
NW_020851157.1	NW_020851157.1
NW_020851158.1	NW_020851158.1
NW_020851159.1	NW_020851159.1
NW_020851160.1	NW_020851160.1
NW_020851161.1	NW_020851161.1
NW_020851162.1	NW_020851162.1
NW_020851163.1	NW_020851163.1
NW_020851164.1	NW_020851164.1
NW_020851165.1	NW_020851165.1
NW_020851166.1	NW_020851166.1
NW_020851167.1	NW_020851167.1
NW_020851168.1	NW_020851168.1
NW_020851169.1	NW_020851169.1
NW_020851170.1	NW_020851170.1
NW_020851171.1	NW_020851171.1
NW_020851172.1	NW_020851172.1
NW_020851173.1	NW_020851173.1
NW_020851174.1	NW_020851174.1
NW_020851175.1	NW_020851175.1
NW_020851176.1	NW_020851176.1
NW_020851177.1	NW_020851177.1
NW_020851178.1	NW_020851178.1
NW_020851179.1	NW_020851179.1
NW_020851180.1	NW_020851180.1
NW_020851181.1	NW_020851181.1
NW_020851182.1	NW_020851182.1
NW_020851183.1	NW_020851183.1
NW_020851184.1	NW_020851184.1
NW_020851185.1	NW_020851185.1
NW_020851186.1	NW_020851186.1
NW_020851187.1	NW_020851187.1
NW_020851188.1	NW_020851188.1
NW_020851189.1	NW_020851189.1
NW_020851190.1	NW_020851190.1
NW_020851191.1	NW_020851191.1
NW_020851192.1	NW_020851192.1
NW_020851193.1	NW_020851193.1
NW_020851194.1	NW_020851194.1
NW_020851195.1	NW_020851195.1
NW_020851196.1	NW_020851196.1
NW_020851197.1	NW_020851197.1
NW_020851198.1	NW_020851198.1
NW_020851199.1	NW_020851199.1
NW_020851200.1	NW_020851200.1
NW_020851201.1	NW_020851201.1
NW_020851202.1	NW_020851202.1
NW_020851203.1	NW_020851203.1
NW_020851204.1	NW_020851204.1
NW_020851205.1	NW_020851205.1
NW_020851206.1	NW_020851206.1
NW_020851207.1	NW_020851207.1
NW_020851208.1	NW_020851208.1
NW_020851209.1	NW_020851209.1
NW_020851210.1	NW_020851210.1
NW_020851211.1	NW_020851211.1
NW_020851212.1	NW_020851212.1
NW_020851213.1	NW_020851213.1
NW_020851214.1	NW_020851214.1
NW_020851215.1	NW_020851215.1
NW_020851216.1	NW_020851216.1
NW_020851217.1	NW_020851217.1
NW_020851218.1	NW_020851218.1
NW_020851219.1	NW_020851219.1
NW_020851220.1	NW_020851220.1
NW_020851221.1	NW_020851221.1
NW_020851222.1	NW_020851222.1
NW_020851223.1	NW_020851223.1
NW_020851224.1	NW_020851224.1
NW_020851225.1	NW_020851225.1
NW_020851226.1	NW_020851226.1
NW_020851227.1	NW_020851227.1
NW_020851228.1	NW_020851228.1
NW_020851229.1	NW_020851229.1
NW_020851230.1	NW_020851230.1
NW_020851231.1	NW_020851231.1
NW_020851232.1	NW_020851232.1
NW_020851233.1	NW_020851233.1
NW_020851234.1	NW_020851234.1
NW_020851235.1	NW_020851235.1
NW_020851236.1	NW_020851236.1
NW_020851237.1	NW_020851237.1
NW_020851238.1	NW_020851238.1
NW_020851239.1	NW_020851239.1
NW_020851240.1	NW_020851240.1
NW_020851241.1	NW_020851241.1
NW_020851242.1	NW_020851242.1
NW_020851243.1	NW_020851243.1
NW_020851244.1	NW_020851244.1
NW_020851245.1	NW_020851245.1
NW_020851246.1	NW_020851246.1
NW_020851247.1	NW_020851247.1
NW_020851248.1	NW_020851248.1
NW_020851249.1	NW_020851249.1
NW_020851250.1	NW_020851250.1
NW_020851251.1	NW_020851251.1

